,abs_param_0,abs_param_1,abs_param_2,abs_param_3,abs_param_4,abs_param_5,abs_param_6,abs_param_7,abs_param_8,abs_param_9,param_0_squared,param_1_squared,param_2_squared,param_3_squared,param_4_squared,param_5_squared,param_6_squared,param_7_squared,param_8_squared,param_9_squared,surface_energy,field_energy,param_0,real_group_sampling_width,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,complex_group_sampling_width
188,(0.13158648311394922+0j),(0.015019315278952755+0j),(0.020999152439206206+0j),(0.021953854857414055+0j),(0.0840066402673271+0j),(0.913567683800691+0j),(0.08467309921593971+0j),(0.024367441436350595+0j),(0.004417292950387988+0j),(0.017228653070473297+0j),(0.017315002538297642+0j),(0.00022557983144858368+0j),(0.00044096440316502+0j),(0.00048197174310040265+0j),(0.007057115609004102+0j),(0.8346059128849592+0j),(0.007169533730832371+0j),(0.000593772202153976+0j),(1.9512477009547417e-05+0j),(0.00029682648662272896+0j),17.241815703066663,-7.087333596726299,-0.13158648311394922,0.9087363983810313,(0.014791909591804955+0.0026036977697982246j),(0.01960071016664596-0.007535022503494044j),(-0.019013877742023382-0.010974707117358096j),(-0.05640874362874214-0.06225085743370082j),(0.7911750240677873-0.45678002821521807j),(-0.06692646396588874-0.051868893875375514j),(0.024360969093268944+0.0005615932609738146j),(-0.004328965996971002-0.0008789370891117711j),(0.002920816252571819+0.016979261439810663j),0.14291060643596948
189,(0.011342771989878628+0j),(0.00544520047373263+0j),(0.04446868474455151+0j),(0.03146481820407897+0j),(0.1007118031505731+0j),(0.9117111214261538+0j),(0.08633597355225121+0j),(0.01797428909041689+0j),(0.005906632659401828+0j),(0.018952288951985138+0j),(0.00012865847641437518+0j),(2.9650208199138054e-05+0j),(0.001977463922910308+0j),(0.000990034784615739+0j),(0.010142867293839786+0j),(0.8312171689321349+0j),(0.007453900329215021+0j),(0.00032307506830587965+0j),(3.48883093731123e-05+0j),(0.0003591892565195379+0j),17.278481296035057,-6.824086853323532,0.011342771989878628,0.9198832626943949,(0.0017567597586974288+0.005154027876269143j),(0.04367124545246159-0.008383689136720232j),(-0.03074960515678142-0.006670574736691016j),(-0.0670261193075759-0.07516892060157833j),(0.7905224929150274-0.4541930835311624j),(-0.07618836452556199-0.040610755227342275j),(0.007499954066533398+0.016334802028361677j),(0.00359758719731779-0.004684621193950204j),(0.01190856311627557+0.014743655619459478j),0.1464615882778495
190,(0.21447627555799337+0j),(0.011416493459187457+0j),(0.04554142210927537+0j),(0.03091560945636571+0j),(0.10155217441491776+0j),(0.9146575615485159+0j),(0.08528791806442657+0j),(0.01121497441222744+0j),(0.010033126146828872+0j),(0.018130778743413133+0j),(0.046000072777228306+0j),(0.00013033632290367+0j),(0.0020740211277351954+0j),(0.0009557749080585287+0j),(0.010312844128397879+0j),(0.8365984548978771+0j),(0.00727402896776434+0j),(0.0001257756510669162+0j),(0.00010066362027818115+0j),(0.0003287251378426015+0j),17.182895423711624,-6.655000232237108,0.21447627555799337,0.9084447980299695,(0.005730766311895216+0.009873937430534836j),(0.044509656347884674-0.009639067357810348j),(-0.030450678693513356-0.005341448788759515j),(-0.06909048656284249-0.07442680158993506j),(0.7927514239455874-0.4562276128536289j),(-0.07570482751235567-0.03927859543172102j),(0.004664208089873365+0.010199059464542604j),(0.006414331644641966-0.007714918653539118j),(0.010790204808314443+0.014570402123387996j),0.14286474849181602
191,(0.10058315553342793+0j),(0.004501330226799587+0j),(0.039615342863546066+0j),(0.0337704365053822+0j),(0.10228069416732043+0j),(0.9174756433135224+0j),(0.08052723807045085+0j),(0.008314844374266828+0j),(0.010139232117628532+0j),(0.02489840701294335+0j),(0.010116971177061755+0j),(2.026197381069962e-05+0j),(0.0015693753901963104+0j),(0.0011404423817640507+0j),(0.010461340399348935+0j),(0.8417615560735618+0j),(0.006484636071255069+0j),(6.913663696827672e-05+0j),(0.00010280402793514996+0j),(0.0006199306717821866+0j),17.25704865063739,-6.824006592764484,0.10058315553342793,0.8971485671458348,(0.0002458576501441689+0.004494610976109635j),(0.03941135139846273-0.0040150680122757534j),(-0.02499826528676677-0.022705266226505302j),(-0.06295581292856224-0.08060959011093413j),(0.7936639253597984-0.4602815764899116j),(-0.0719074146240761-0.03624858332868026j),(0.0005340367150501917+0.008297676889060884j),(0.00491626064535168-0.008867604479345944j),(0.01925384248375432+0.015786710277729297j),0.14108826940616648
192,(0.09884117162920239+0j),(0.004242184166459864+0j),(0.03685202185834383+0j),(0.033071912513753646+0j),(0.09846213446666585+0j),(0.9212124545483634+0j),(0.07168581527959736+0j),(0.009078784450563666+0j),(0.010979448091799543+0j),(0.026019468514025416+0j),(0.009769577209033443+0j),(1.799612650216277e-05+0j),(0.0013580715150478518+0j),(0.0010937513973173748+0j),(0.009694791923731788+0j),(0.8486323864150206+0j),(0.005138856112300553+0j),(8.24243270997966e-05+0j),(0.00012054828040052062+0j),(0.00067701274175236+0j),17.257788337829517,-6.878620519479596,0.09884117162920239,0.8859928014088003,(-0.0012493618372257545-0.004054037678888377j),(0.036695940087993206-0.0033881405086367074j),(-0.026329831489069384-0.020012280506593573j),(-0.06296461052810232-0.07569841309285272j),(0.7995862542350112-0.4574868396505463j),(-0.06336298023928709-0.033525942902419115j),(0.00671082766386707+0.006114664272523313j),(0.008494640697824091-0.006956246100835655j),(0.017709426061839874+0.019062763973584383j),0.13933388029005153
193,(0.09884117162920239+0j),(0.004242184166459864+0j),(0.03685202185834383+0j),(0.033071912513753646+0j),(0.09846213446666585+0j),(0.9212124545483634+0j),(0.07168581527959736+0j),(0.009078784450563666+0j),(0.010979448091799543+0j),(0.026019468514025416+0j),(0.009769577209033443+0j),(1.799612650216277e-05+0j),(0.0013580715150478518+0j),(0.0010937513973173748+0j),(0.009694791923731788+0j),(0.8486323864150206+0j),(0.005138856112300553+0j),(8.24243270997966e-05+0j),(0.00012054828040052062+0j),(0.00067701274175236+0j),17.257788337829517,-6.878620519479596,0.09884117162920239,0.85362485285126,(-0.0012493618372257545-0.004054037678888377j),(0.036695940087993206-0.0033881405086367074j),(-0.026329831489069384-0.020012280506593573j),(-0.06296461052810232-0.07569841309285272j),(0.7995862542350112-0.4574868396505463j),(-0.06336298023928709-0.033525942902419115j),(0.00671082766386707+0.006114664272523313j),(0.008494640697824091-0.006956246100835655j),(0.017709426061839874+0.019062763973584383j),0.13424359980201636
194,(0.24521812758645098+0j),(0.006489044025192443+0j),(0.03840553848937282+0j),(0.04505791750459208+0j),(0.09532004877988126+0j),(0.9153807627572556+0j),(0.07340608986418315+0j),(0.007470221906949966+0j),(0.0045773050871087415+0j),(0.02557993155942016+0j),(0.06013193009700495+0j),(4.2107692360885754e-05+0j),(0.0014749853866586969+0j),(0.0020302159298506255+0j),(0.00908591169939894+0j),(0.837921940826055+0j),(0.0053884540291485325+0j),(5.5804215339075174e-05+0j),(2.0951721860471564e-05+0j),(0.0006543328985846195+0j),17.154929926671414,-6.57764314301738,-0.24521812758645098,0.8430102910780467,(0.004607811530863519-0.004569000465848843j),(0.03823487183833639-0.003616623033257391j),(-0.04187193084542204-0.016642035245931303j),(-0.06600335232006191-0.06877113625579208j),(0.8033774002392164-0.4387558473809013j),(-0.07233145830639941-0.01251455825900925j),(0.0018811258881822456+0.007229493808828232j),(0.0027450227340094268-0.0036628639136941704j),(0.020916271651299157+0.014725572273894101j),0.13422205966028317
195,(0.020080804228545426+0j),(0.010565596679171261+0j),(0.028906636948890136+0j),(0.04474118241590851+0j),(0.10094041230483781+0j),(0.9237256578371913+0j),(0.08155724062256459+0j),(0.013667700689056912+0j),(0.008913818342248525+0j),(0.02323861985268376+0j),(0.00040323869846516786+0j),(0.00011163183318691477+0j),(0.0008355936596949405+0j),(0.002001773403973601+0j),(0.010188966836270654+0j),(0.8532690909467517+0j),(0.006651583497966899+0j),(0.0001868060421256468+0j),(7.945615743860627e-05+0j),(0.0005400334526575477+0j),17.277887545833444,-6.8598916948281925,0.020080804228545426,0.8428750253284755,(-0.0007774523617578432+0.010536954067096996j),(0.028804029370770694+0.0024334238641715838j),(-0.04368532597520417-0.009662592737653438j),(-0.07147517650880357-0.07127598459022526j),(0.806925644624337-0.44959992770723395j),(-0.07950348534767497-0.01818733942991469j),(-0.009792029426543999+0.009535313410441379j),(0.008750908855517372+0.0016963937163977866j),(0.022027616969231393+0.007403887040897969j),0.1358684722938685
196,(0.26854713079478826+0j),(0.011537143978406545+0j),(0.018581780867287945+0j),(0.035043142383657085+0j),(0.09890927185842387+0j),(0.9091880629660066+0j),(0.07578967582094362+0j),(0.009041150954517487+0j),(0.027326431603960016+0j),(0.016547695560611052+0j),(0.07211756145811311+0j),(0.0001331056911784824+0j),(0.00034528258019990833+0j),(0.0012280218281212636+0j),(0.009783044059563598+0j),(0.8266229338398793+0j),(0.0057440749610437256+0j),(8.17424105823725e-05+0j),(0.0007467338642059048+0j),(0.00027382622836666674+0j),17.13176886495548,-6.67894588898101,-0.26854713079478826,0.8427397812830556,(-0.005620772587196022+0.01007534648046945j),(0.01841451952154555+0.002487579343563974j),(-0.035022961509349006-0.0011891153164943873j),(-0.0667515404116063-0.07298819022445542j),(0.7971841513943071-0.4371731494563884j),(-0.07549803238733309-0.006642444330585662j),(-0.008813282275732855+0.002017043903990586j),(0.02459391857934173-0.011911046684427629j),(0.011431659055998659+0.01196425507894539j),0.13924447418786132
197,(0.025821829386434604+0j),(0.008105375246737788+0j),(0.0220261700291131+0j),(0.04320948537977048+0j),(0.09848406804084534+0j),(0.8992608656330703+0j),(0.08183545421183695+0j),(0.017550614821544748+0j),(0.006942062682256292+0j),(0.009959138272602707+0j),(0.0006667668728621377+0j),(6.569710789042967e-05+0j),(0.0004851521661514002+0j),(0.0018670596267845983+0j),(0.009699111657873852+0j),(0.8086701044591389+0j),(0.006697041566057663+0j),(0.00030802408061422613+0j),(4.819223428437542e-05+0j),(9.918443513282004e-05+0j),17.277317936674546,-6.9614485760440585,-0.025821829386434604,0.8530771090385763,(-0.007971791406726915+0.0014654861507583695j),(0.01307940492549728+0.017722339939925474j),(-0.038208417581993365-0.020178613744869064j),(-0.049317022433785454-0.08524636623422346j),(0.7906379162481737-0.42844111596564205j),(-0.0817832510759287-0.0029225689913620033j),(-0.01670619059601671+0.005378408350412691j),(0.004096575494003084-0.005604489584815802j),(0.008284672598626343+0.005527081966679151j),0.14447800323026094
198,(0.20596054783230225+0j),(0.013840222537157144+0j),(0.024765230866877996+0j),(0.06711585356354352+0j),(0.11024504834494994+0j),(0.9232784762237773+0j),(0.05998881122441816+0j),(0.04013417420644461+0j),(0.013633839495117811+0j),(0.013078525648650698+0j),(0.04241974726338206+0j),(0.00019155175987803255+0j),(0.0006133166598897667+0j),(0.004504537799563018+0j),(0.012153970684580349+0j),(0.8524431446581002+0j),(0.003598657472118878+0j),(0.0016107519392332438+0j),(0.0001858815793786343+0j),(0.00017104783314241415+0j),17.19009251220387,-6.491234619714564,0.20596054783230225,0.8529402280113604,(-0.009250873391613892+0.010294323745169599j),(0.013151979098591362+0.020984330003123344j),(-0.06183742569447567-0.02608966429533385j),(-0.04448898809155247-0.10086972104239236j),(0.8093080066934402-0.4443688726272249j),(-0.059947546527768264-0.0022246656872297083j),(-0.03172234745778726+0.02458545527340631j),(-0.005618075386574417-0.012422512158553157j),(0.007216173032453052+0.010907551508386815j),0.14806793107967914
199,(0.022626936865629957+0j),(0.02162920494485271+0j),(0.045515518933443466+0j),(0.06170575877125715+0j),(0.10718233952313509+0j),(0.9326864598566798+0j),(0.05998631057379971+0j),(0.03007068840517327+0j),(0.011666609139879682+0j),(0.01382910594058571+0j),(0.000511978271921204+0j),(0.00046782250654644076+0j),(0.0020716624637806508+0j),(0.0038076006655365785+0j),(0.011488053905652607+0j),(0.8699040323999858+0j),(0.0035983574562563556+0j),(0.0009042463011610222+0j),(0.00013610976882272413+0j),(0.000191244171115943+0j),17.27765247938242,-6.504915683915153,-0.022626936865629957,0.8528033689474764,(-0.014905910747363582+0.01567278951999521j),(0.020699894798110453+0.040536117464895556j),(-0.05249752791085988-0.032428540343115445j),(-0.04165296112257793-0.0987577072201133j),(0.819851968144559-0.44468728644911676j),(-0.059488558911823995-0.007711602612349863j),(-0.020362517287727804+0.022127227365126623j),(-0.010160185126616941-0.005734143965370596j),(-0.0011338828015109773+0.013782542614060027j),0.14804417274612505
200,(0.26180323334353334+0j),(0.02162920494485271+0j),(0.045515518933443466+0j),(0.06170575877125715+0j),(0.10718233952313509+0j),(0.9326864598566798+0j),(0.05998631057379971+0j),(0.03007068840517327+0j),(0.011666609139879682+0j),(0.01382910594058571+0j),(0.06854093298912857+0j),(0.00046782250654644076+0j),(0.0020716624637806508+0j),(0.0038076006655365785+0j),(0.011488053905652607+0j),(0.8699040323999858+0j),(0.0035983574562563556+0j),(0.0009042463011610222+0j),(0.00013610976882272413+0j),(0.000191244171115943+0j),17.138626469501137,-6.266942708201862,-0.26180323334353334,0.8318600136065897,(-0.014905910747363582+0.01567278951999521j),(0.020699894798110453+0.040536117464895556j),(-0.05249752791085988-0.032428540343115445j),(-0.04165296112257793-0.0987577072201133j),(0.819851968144559-0.44468728644911676j),(-0.059488558911823995-0.007711602612349863j),(-0.020362517287727804+0.022127227365126623j),(-0.010160185126616941-0.005734143965370596j),(-0.0011338828015109773+0.013782542614060027j),0.14263567940388716
201,(0.2901316257971104+0j),(0.02721016360298807+0j),(0.04528447516608217+0j),(0.04969956310226726+0j),(0.10181199620054464+0j),(0.9392030319554319+0j),(0.07554167692084096+0j),(0.02063073860765766+0j),(0.017463610172209505+0j),(0.017897866455389756+0j),(0.08417636028767449+0j),(0.0007403930033013767+0j),(0.002050683691067513+0j),(0.002470046572556245+0j),(0.010365682570339716+0j),(0.8821023352342761+0j),(0.005706544952012716+0j),(0.0004256273754974964+0j),(0.00030497768024689923+0j),(0.0003203336236549659+0j),17.108988251745277,-6.2214479856530085,0.2901316257971104,0.8215160908967486,(-0.018863451518942052+0.019610283019219778j),(0.02811324737625195+0.03550111284212335j),(-0.04243245458390877-0.02587534290672811j),(-0.041294346773866036-0.093061589793316j),(0.8195467635147352-0.45874332436210846j),(-0.0755238247885953-0.0016422062337824177j),(-0.01318652932313412+0.015866405387094468j),(-0.0014332565410213696-0.01740469637582106j),(1.820902967275377e-05+0.01789785719258605j),0.14438529630862668
202,(0.11243029446402297+0j),(0.01890230592628096+0j),(0.047704209275763555+0j),(0.04638662819113454+0j),(0.08600253540758633+0j),(0.9352339059083975+0j),(0.07510736965491521+0j),(0.01323875079908405+0j),(0.0201014504492858+0j),(0.024402280734673872+0j),(0.012640571113266915+0j),(0.00035729716933071624+0j),(0.0022756915826258454+0j),(0.0021517192749425573+0j),(0.00739643609653314+0j),(0.8746624587606774+0j),(0.005641116976480077+0j),(0.00017526452272024855+0j),(0.00040406831016509233+0j),(0.0005954713050538356+0j),17.25168773725877,-6.576926072010356,0.11243029446402297,0.831593081774175,(-0.001536536640691143+0.018839751178891133j),(0.028742424781314887+0.038073148022146806j),(-0.040006719023643736-0.02347725937808286j),(-0.031080787605269538-0.08018990421723463j),(0.8141733422080453-0.4602002038227043j),(-0.07503330772427373-0.0033346226824817636j),(-0.012830165645117863+0.003263644012309843j),(0.0015910455650241322-0.020038385268656488j),(0.0009978893829361917+0.024381868710852718j),0.14436212887456454
203,(0.04905364739500026+0j),(0.015412361489354903+0j),(0.0529479476886706+0j),(0.04656836683986207+0j),(0.0932009773432873+0j),(0.9298380602255628+0j),(0.06966298426970584+0j),(0.016978078315747786+0j),(0.014381570873793638+0j),(0.01664113412293271+0j),(0.0024062603227530156+0j),(0.0002375408866785501+0j),(0.0028034851644421982+0j),(0.0021686127901319654+0j),(0.008686422177743952+0j),(0.8645988182440374+0j),(0.004852931377361282+0j),(0.00028825514329566517+0j),(0.00020682958079794948+0j),(0.0002769273448974355+0j),17.273564020766077,-6.571194852727215,0.04905364739500026,0.8314596479801456,(-0.010249749812123154+0.011510148368610695j),(0.042139723747153635+0.032058210289343574j),(-0.04158771899927287-0.02095410266676872j),(-0.03561537614173009-0.08612762135358805j),(0.7993940860289256-0.4749399051101267j),(-0.06958168906998594-0.003364509403922402j),(-0.016956591455435804+0.0008539025173324294j),(0.0054143145638641125-0.013323467213960428j),(0.00039795951437865797+0.01663637499945078j),0.14613292298539796
204,(0.16758524218896784+0j),(0.024351563730456285+0j),(0.05319598218437546+0j),(0.04325507044779896+0j),(0.09450987021317876+0j),(0.9096994181779192+0j),(0.07939715293866781+0j),(0.007495992848238244+0j),(0.010610959095201005+0j),(0.020611705838446962+0j),(0.028084813399535006+0j),(0.0005929986561184741+0j),(0.002829812520560392+0j),(0.001871001119444051+0j),(0.008932115567711892+0j),(0.8275530314332448+0j),(0.0063039078947662065+0j),(5.618990878083891e-05+0j),(0.00011259245292002891+0j),(0.00042484241757066856+0j),17.219358123878223,-6.387176074722773,-0.16758524218896784,0.8211207036933896,(-0.011677196689288384+0.021369177185800732j),(0.04639065034850371+0.02603305746168253j),(-0.04078730733099257-0.014401273559349215j),(-0.02981771331043101-0.0896828832088311j),(0.7920561140932825-0.4474373068494555j),(-0.07779270253015848-0.015880910799462383j),(-0.007038891763833189-0.002577578615266703j),(-0.00906388599595598-0.005517102824158889j),(-0.002106054337685862+0.020503827757211168j),0.1461094751347918
205,(0.14121011965803432+0j),(0.030990906031716187+0j),(0.04288924113718267+0j),(0.04652011893200247+0j),(0.09254148577801878+0j),(0.9143113077142047+0j),(0.07465135367701126+0j),(0.009651993456350066+0j),(0.00470872316782594+0j),(0.022866415827052625+0j),(0.01994029789383637+0j),(0.0009604362566666628+0j),(0.0018394870053234022+0j),(0.002164121465447654+0j),(0.008563926590003252+0j),(0.835965167414059+0j),(0.005572824605810221+0j),(9.31609776814245e-05+0j),(2.2172073871220756e-05+0j),(0.0005228729727756828+0j),17.23630434033126,-6.5249052189115115,-0.14121011965803432,0.8415235609866538,(-0.026916978245776824+0.015359444611802862j),(0.04282756886650455-0.002299206451846449j),(-0.044804903980128104-0.012515671966744536j),(-0.018991555551439852-0.0905717804160867j),(0.7967412270370654-0.4485182098349301j),(-0.07143630615194742-0.021672073485835656j),(-0.007039910457567899+0.006603077951292915j),(0.003628898563311703-0.0030005281349147544j),(0.017797311337477285+0.014357182242090028j),0.15348524291362875
206,(0.27546506916383695+0j),(0.031108893231941586+0j),(0.04306874826490171+0j),(0.04045995928285381+0j),(0.09673497316957914+0j),(0.9182318543024576+0j),(0.07479781934312296+0j),(0.010600272790208233+0j),(0.0034215841844848745+0j),(0.02738787210938946+0j),(0.07588100432943748+0j),(0.0009677632381163411+0j),(0.0018549170771054741+0j),(0.0016370083051701879+0j),(0.009357655034119196+0j),(0.8431497382557296+0j),(0.0055947137784864605+0j),(0.00011236578322682903+0j),(1.1707238331517026e-05+0j),(0.000750095538680273+0j),17.12460278954586,-6.315802990308355,0.27546506916383695,0.8310594750455389,(-0.024639885968721516+0.018990504405221615j),(0.04288201109321863-0.004006270298737758j),(-0.03945870123590678-0.008945345266988673j),(-0.01960202423332581-0.0947281145176832j),(0.7902374781472802-0.4676264175462678j),(-0.07140181005750103-0.022282174467475244j),(-0.008784385587400353+0.0059329885453034545j),(0.0001887471524874211-0.0034163742248098225j),(0.02149600490657488+0.01697107279274889j),0.14971591448579932
207,(0.3531132170806136+0j),(0.03216597061618746+0j),(0.04312514124059389+0j),(0.04002700311623857+0j),(0.09332048914006286+0j),(0.9219580551623593+0j),(0.07945161737381116+0j),(0.009809657498996703+0j),(0.006616216438092015+0j),(0.027316843720018726+0j),(0.12468894407702055+0j),(0.0010346496656814348+0j),(0.0018597778070211723+0j),(0.0016021609784673723+0j),(0.00870871369334059+0j),(0.85000665547876+0j),(0.006312559503314492+0j),(9.622938024762225e-05+0j),(4.377431995567899e-05+0j),(0.0007462099508239266+0j),17.036367346873213,-6.143750529697797,0.3531132170806136,0.8207255067858049,(-0.025386604722703043+0.01975272047933313j),(0.04282190860457972-0.00510509064387635j),(-0.03930265796420076-0.00758037303939714j),(-0.016961037080806908-0.0917662079116495j),(0.7960759927989385-0.4650480288829794j),(-0.07475945995072773-0.026899491653003937j),(-0.00980790653138252-0.0001853367726231273j),(0.006614335821000494+0.00015773903356083733j),(0.02150593456528349+0.016843536721771687j),0.14603915415459687
208,(0.24671745848652687+0j),(0.029020909405286906+0j),(0.043502283608384026+0j),(0.049888635182269256+0j),(0.09826953260854807+0j),(0.9100370812198381+0j),(0.07617912784364665+0j),(0.009899872920243247+0j),(0.014854153320429261+0j),(0.037274931391168865+0j),(0.06086950432205111+0j),(0.0008422131827098701+0j),(0.0018924486791442778+0j),(0.0024888759203495537+0j),(0.009656901039102491+0j),(0.8281674891951221+0j),(0.005803259519018661+0j),(9.800748383696555e-05+0j),(0.00022064587086681963+0j),(0.0013894205102163463+0j),17.15348980637476,-6.063836153621547,0.24671745848652687,0.8205938167553953,(-0.02386046528701105+0.016519424293758262j),(0.04332180166793766-0.003958557740914223j),(-0.04971312610936579-0.004181030110373151j),(-0.026755490231482073-0.09455709799679535j),(0.7939662847899249-0.444730286591779j),(-0.07250285243225991-0.023379390672226764j),(-0.004847946549560481+0.008631621984862994j),(0.01068769976540597-0.010315955825388204j),(0.03127612269867741+0.02027867498515674j),0.1496678728168386
209,(0.22234759349278252+0j),(0.031806033878974946+0j),(0.04662960095027264+0j),(0.051571447639647036+0j),(0.0936395737821111+0j),(0.9197856118664959+0j),(0.06536671002347276+0j),(0.005108617958959733+0j),(0.005558425775294794+0j),(0.046556167893627896+0j),(0.04943845233203166+0j),(0.0010116237911105019+0j),(0.0021743196847816668+0j),(0.002659614211648856+0j),(0.008768369778095426+0j),(0.8460055717966243+0j),(0.004272806779292774+0j),(2.6097977450605912e-05+0j),(3.089609709946153e-05+0j),(0.002167476768939669+0j),17.17602617117191,-5.940042455106956,0.22234759349278252,0.8103899857287176,(-0.02414911036701011+0.02069889512975189j),(0.04607371077490454-0.007178639161575958j),(-0.050720781006384365-0.009328268100309664j),(-0.02075440765374835-0.09131059270992309j),(0.8057141535394435-0.44365558103425484j),(-0.06074979703735643-0.024130249464370934j),(-0.00496279430258293+0.0012118787731684746j),(0.005283669849703304-0.001725957710605274j),(0.044169774667771236+0.0147142031635418j),0.1496438577636209
210,(0.04412923210973241+0j),(0.020688011390325303+0j),(0.04587366705363618+0j),(0.05199530456766671+0j),(0.09485985616073003+0j),(0.9271059655198646+0j),(0.06311058316077517+0j),(0.007070293179786259+0j),(0.005053984169336505+0j),(0.042897496091873766+0j),(0.0019473891265946379+0j),(0.00042799381528622947+0j),(0.0021043933289478654+0j),(0.0027035116970844228+0j),(0.00899839231083439+0j),(0.8595254713025203+0j),(0.003982945706893118+0j),(4.998904564813208e-05+0j),(2.5542755983904004e-05+0j),(0.0018401951709523248+0j),17.274553283973976,-6.394141031000141,0.04412923210973241,0.8102599540908777,(-0.014717659951042968+0.014539061209434927j),(0.04537983101070674-0.006712992357180507j),(-0.04920052538270897-0.016817253020331026j),(-0.01764959899497831-0.09320345468999983j),(0.8136667379203513-0.4443781170406287j),(-0.05872718896081008-0.023109802761045472j),(-0.006768826492411286-0.0020425556452060762j),(0.003478599967502545+0.0036663467171007295j),(0.041147666403936675+0.01212702438616604j),0.14778308254496564
211,(0.005002420052119927+0j),(0.021029861481744794+0j),(0.03984143738116161+0j),(0.053456758663840295+0j),(0.10094585428482766+0j),(0.9304524306518729+0j),(0.054670576936617754+0j),(0.01047025291494344+0j),(0.00837129674946686+0j),(0.04051514788615138+0j),(2.502420637785153e-05+0j),(0.00044225507394137333+0j),(0.001587340132597022+0j),(0.0028576250468440646+0j),(0.01019006549729366+0j),(0.8657417257059782+0j),(0.002988871982582641+0j),(0.00010962619610288158+0j),(7.007860926763443e-05+0j),(0.0016414772082367166+0j),17.278705460929856,-6.507209501966608,-0.005002420052119927,0.8101299433173467,(-0.015486893257249258+0.01422712940757695j),(0.03978525513397743-0.002115090192248154j),(-0.05231098066601778-0.011008467132329473j),(-0.016947772631058036-0.09951300668826975j),(0.8149982199797974-0.4489093751925215j),(-0.049471857672720124-0.023268160240826178j),(-0.006736395842767458-0.008015433060816295j),(0.002059376958945925+0.008114035728821821j),(0.03769091628630934+0.014861764287430268j),0.14775936991696337
212,(0.27644874224771554+0j),(0.016513914484295046+0j),(0.040331646772873556+0j),(0.060255421316362585+0j),(0.10665340733769081+0j),(0.9265637620785611+0j),(0.05189126760754044+0j),(0.02286584618821621+0j),(0.01300491598208517+0j),(0.032549370377084746+0j),(0.07642390709034386+0j),(0.0002727093715946097+0j),(0.0016266417314118418+0j),(0.0036307157980123624+0j),(0.011374949296739401+0j),(0.8585204051971764+0j),(0.0026927036539173754+0j),(0.0005228469219031618+0j),(0.00016912783970109434+0j),(0.0010594615119446419+0j),17.123573250919137,-6.289779713387318,-0.27644874224771554,0.8000562273296397,(-0.00834736640590393+0.014248889278824374j),(0.040134028094642296-0.003987671038376248j),(-0.055129800988272415-0.02431914556488036j),(-0.011563873123418516-0.1060246487149327j),(0.8136580005854182-0.4432618450538192j),(-0.04295088942052708-0.02911914751332928j),(-0.020586681615035955-0.0099516562432744j),(0.0063178368060933954+0.011367179852217784j),(0.02873724670242974+0.015285030713359163j),0.14592202772347412
213,(0.27644874224771554+0j),(0.009131356542611754+0j),(0.038256741077168185+0j),(0.06107597694163754+0j),(0.10302411297030589+0j),(0.9289711386112136+0j),(0.04753886995390179+0j),(0.027259362515269024+0j),(0.015261555994876889+0j),(0.03530593595462639+0j),(0.07642390709034386+0j),(8.338167230829849e-05+0j),(0.0014635782378454873+0j),(0.0037302749593754406+0j),(0.010613967853318354+0j),(0.8629873763726147+0j),(0.002259944156493986+0j),(0.000743072844738854+0j),(0.0002329150913847627+0j),(0.0012465091136321803+0j),17.123573250919137,-6.083746026709486,-0.27644874224771554,0.7708277970668107,(-0.0007973679085030308+0.009096476060914358j),(0.03740817049939013-0.008012928162291566j),(-0.05906053119704346-0.015560482450698541j),(-0.0238140831109283-0.10023401268483743j),(0.8173063412794922-0.44158546271015864j),(-0.04053683876659365-0.02483362356373263j),(-0.025198687878556475-0.010397065640744269j),(0.003984078192239279+0.014732352573261547j),(0.031103267724159674+0.016706162052112013j),0.14589861371220064
214,(0.04267934103553572+0j),(0.0157765760826231+0j),(0.035200123921941634+0j),(0.05681323255356952+0j),(0.11024616408103248+0j),(0.9251528105851521+0j),(0.04951136486253526+0j),(0.02483329414368537+0j),(0.008046812655458386+0j),(0.030602871845633678+0j),(0.0018215261512275634+0j),(0.0002489003528907953+0j),(0.0012390487241200478+0j),(0.0032277433931859716+0j),(0.012154216694581936+0j),(0.8559077229336063+0j),(0.002451375250551091+0j),(0.0006166924980267983+0j),(6.475119391204525e-05+0j),(0.0009365357652002784+0j),17.274824753053988,-6.645761231822821,-0.04267934103553572,0.780283028394818,(-0.011223790737981422+0.011087239257849437j),(0.03450622788311678-0.006954779751973587j),(-0.05373463666417765-0.01844809517957847j),(-0.022431765866074614-0.10793994892861283j),(0.8097152506995178-0.4475141737623774j),(-0.035254598348109616-0.034763321847380436j),(-0.02482961707599558-0.0004273334602239462j),(0.004194223251313379+0.006867290967345674j),(0.019507652949013198+0.023579381705658337j),0.1495238402854264
