,abs_param_0,abs_param_1,abs_param_2,abs_param_3,abs_param_4,abs_param_5,abs_param_6,abs_param_7,param_0_squared,param_1_squared,param_2_squared,param_3_squared,param_4_squared,param_5_squared,param_6_squared,param_7_squared,surface_energy,field_energy,param_0,real_group_sampling_width,param_1,param_2,param_3,param_4,param_5,param_6,param_7,complex_group_sampling_width
511,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,3.3089364082245907e-09,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),1.5590862265197786e-09
512,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,3.1850053263150332e-09,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),1.5006930696242194e-09
513,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,3.065715890894994e-09,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),1.4444869378682772e-09
514,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,2.950894256293138e-09,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),1.390385919616829e-09
515,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,2.840373087958166e-09,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),1.3383111711080228e-09
516,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,2.733991318594904e-09,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),1.2881868015508405e-09
517,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,2.63159391343395e-09,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),1.2399397625261572e-09
518,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,2.5330316442927714e-09,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),1.1934997415301062e-09
519,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,2.4381608720990015e-09,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),1.1487990595046195e-09
520,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,2.3468433375589815e-09,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),1.1057725722057959e-09
521,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,2.2589459596664962e-09,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),1.0643575752663692e-09
522,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,2.174340641758044e-09,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),1.0244937128139115e-09
523,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,2.0929040848320137e-09,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),9.861228895116007e-10
524,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,2.014517607859695e-09,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),9.491891858933665e-10
525,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,1.939066974826266e-09,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),9.136387768700232e-10
526,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,1.866442228249691e-09,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),8.794198532876326e-10
527,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,1.7965375289349105e-09,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),8.46482546423776e-10
528,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,1.729251001729787e-09,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),8.147788553116995e-10
529,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,1.6644845870580265e-09,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),7.842625767864229e-10
530,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,1.602143898012701e-09,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),7.548892381508615e-10
531,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,1.5421380828021136e-09,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),7.266160323638351e-10
532,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,1.484379692347538e-09,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),6.994017556555084e-10
533,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,1.4287845528398824e-09,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),6.7320674747935e-10
534,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,1.3752716430695438e-09,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),6.479928327130958e-10
535,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,1.3237629763506829e-09,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),6.237232660244869e-10
536,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,1.274183486867843e-09,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),6.00362678320702e-10
537,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,1.2264609202792784e-09,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),5.778770252034438e-10
538,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,1.1805257284175657e-09,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),5.562335373545597e-10
539,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,1.1363109679340432e-09,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),5.354006727798917e-10
540,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,1.0937522027393616e-09,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),5.153480708417607e-10
541,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,1.0527874100979761e-09,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),4.9604650801309e-10
542,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,1.013356890239721e-09,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),4.774678552886925e-10
543,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,9.754031793567435e-10,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),4.5958503719164933e-10
544,(0.7070272752387066+0j),(0.034766977701840694+0j),(0.061769916871303066+0j),(0.033526571131973784+0j),(0.46810290723445164+0j),(0.706978875065424+0j),(0.2766944302799419+0j),(0.09793468732338162+0j),(0.4998875679314697+0j),(0.0012087427385202882+0j),(0.0038155226302876914+0j),(0.0011240309718672978+0j),(0.21912033176134565+0j),(0.4998191297887724+0j),(0.0765598077479416+0j),(0.009591202981128524+0j),16.730467500449457,-5.452805455237363,-0.7070272752387066,9.388709658590038e-10,(-0.0035292713028707463-0.03458738184065138j),(0.059310627201894416-0.01725607519703115j),(-0.03152342217714009-0.011415113933250521j),(0.4610301875589858+0.08106477607859074j),(-0.165509603849078-0.6873323074194124j),(0.2255214184779699-0.16031187590327173j),(0.05451435303790683+0.0813596232414272j),4.423719923150433e-10
